Signum,Plats,Socken,Härad,Kommun,KoordinaterX,KoordinaterY,Stilgruppering,Ristare,Materialtyp
U 542 †,Husby-Lyhundra kyrka (nu: Husby-Sjuhundra),Husby-Lyhundra sn (nu Husby-Sjuhundra),Lyhundra hd,Norrtälje,6627649,1653218,?,,sten
U 543,Husby-Lyhundra kyrka (nu: Husby-Sjuhundra),Husby-Lyhundra sn (nu Husby-Sjuhundra),Lyhundra hd,Norrtälje,6627649,1653218,Pr4,,sten
U 544,Husby-Lyhundra kyrka (nu: Husby-Sjuhundra),Husby-Lyhundra sn (nu Husby-Sjuhundra),Lyhundra hd,Norrtälje,6627640,1653218,Pr5,Öpir 1 (S),sten
U 545 $,Husby-Lyhundra kyrka (nu: Husby-Sjuhundra),Husby-Lyhundra sn (nu Husby-Sjuhundra),Lyhundra hd,Norrtälje,6627640,1653218,Pr4,"Öpir 1 (A), ""knappast troligt att Öpir själv utfört U 545"" (Wessén SRI) [ej Öpir, Åhlén 1997]",sten
U 546 $,Husby-Lyhundra kyrka (nu: Husby-Sjuhundra),Husby-Lyhundra sn (nu Husby-Sjuhundra),Lyhundra hd,Norrtälje,6627640,1653218,Pr4,,sten
U 547,Husby-Lyhundra kyrka (nu: Husby-Sjuhundra),Husby-Lyhundra sn (nu Husby-Sjuhundra),Lyhundra hd,Norrtälje,6627640,1653218,Pr4?,,sten
U 548,Husby-Lyhundra kyrka (nu: Husby-Sjuhundra),Husby-Lyhundra sn (nu Husby-Sjuhundra),Lyhundra hd,Norrtälje,6627640,1653218,?,Åsmund (A),sten
U 549,Husby-Lyhundra kyrka (nu: Husby-Sjuhundra),Husby-Lyhundra sn (nu Husby-Sjuhundra),Lyhundra hd,Norrtälje,6627640,1653218,Pr4 - Pr5?,,sten
U 550 $,Husby-Lyhundra kyrka (nu: Husby-Sjuhundra),Husby-Lyhundra sn (nu Husby-Sjuhundra),Lyhundra hd,Norrtälje,6627640,1653218,?,,sten
U 551,Husby-Lyhundra kyrka (nu: Husby-Sjuhundra),Husby-Lyhundra sn (nu Husby-Sjuhundra),Lyhundra hd,Norrtälje,6627640,1653218,Pr4 - Pr5?,,sten
U 552,Husby-Lyhundra kyrka (nu: Husby-Sjuhundra),Husby-Lyhundra sn (nu Husby-Sjuhundra),Lyhundra hd,Norrtälje,6627640,1653218,?,,sten
U 553,Husby-Lyhundra kyrka (nu: Husby-Sjuhundra),Husby-Lyhundra sn (nu Husby-Sjuhundra),Lyhundra hd,Norrtälje,6627640,1653218,?,,sten
U 554,Husby-Lyhundra kyrka (nu: Husby-Sjuhundra),Husby-Lyhundra sn (nu Husby-Sjuhundra),Lyhundra hd,Norrtälje,6627640,1653218,?,,sten
U 555,Husby-Lyhundra kyrka (nu: Husby-Sjuhundra),Husby-Lyhundra sn (nu Husby-Sjuhundra),Lyhundra hd,Norrtälje,6627640,1653218,?,,sten
U 556 $,Husby-Lyhundra kyrka (nu: Husby-Sjuhundra),Husby-Lyhundra sn (nu Husby-Sjuhundra),Lyhundra hd,Norrtälje,6627649,1653218,?,,sten
U 559,Malsta kyrka,Malsta sn,Lyhundra hd,Norrtälje,6631255,1659255,Pr5,"Öpir 1 (A) [tveksamt, Åhlén 1997]",sten
U 560,Malsta kyrka,Malsta sn,Lyhundra hd,Norrtälje,6631255,1659255,Pr5,Öpir 1 (A) [för få runor för attr. enl. Åhlén 1997],sten
U 561,Malsta kyrka,Malsta sn,Lyhundra hd,Norrtälje,6631255,1659255,?,Öpir 1 (A) [för få runor för attr. enl. Åhlén 1997],sten
U 562,Malsta kyrka,Malsta sn,Lyhundra hd,Norrtälje,6631255,1659255,Pr5,,sten
U 563,Malsta kyrka,Malsta sn,Lyhundra hd,Norrtälje,6631255,1659255,Pr5,,sten
U 564,Malsta kyrka,Malsta sn,Lyhundra hd,Norrtälje,6631255,1659255,?,Öpir 1 (A),sten
U 567 $,Lohärads kyrka,Lohärads sn,Lyhundra hd,Norrtälje,6635159,1654590,Pr2,Östen 2 (A),sten
U 574,Estuna kyrka,Estuna sn,Lyhundra hd,Norrtälje,6636619,1659656,Pr2,Vidbjörn (A) [Stille 1999b:139],sten
U 575,Estuna kyrka,Estuna sn,Lyhundra hd,Norrtälje,6636619,1659656,?,Vidbjörn (A) [Stille 1999b:139],sten
U 576,Estuna kyrka,Estuna sn,Lyhundra hd,Norrtälje,6636619,1659656,?,Vidbjörn (A) [Stille 1999b:139],sten
U 577 †,Estuna kyrka,Estuna sn,Lyhundra hd,Norrtälje,6636624,1659721,?,,sten
U 582 †,Söderby-Karls kyrka,Söderby-Karls sn,Lyhundra hd,Norrtälje,6644084,1662075,Pr1?,,sten
U 602 M,Valö kyrka,Valö sn,Frösåkers hd,Östhammar,6688046,1627964,?,,sten
U 603 †,Valö kyrka,Valö sn,Frösåkers hd,Östhammar,6688046,1627964,?,,sten
U 606 †$,Västra Ryds kyrka,Västra Ryds sn,Bro hd,Upplands-Bro,6603118,1611010,Pr2,,sten
U 607 †,Västra Ryds kyrka,Västra Ryds sn,Bro hd,Upplands-Bro,6603118,1611010,?,,sten
U 617 $,Bro kyrka,Bro sn,Bro hd,Upplands-Bro,6599824,1603154,RAK,Gunnar (A),sten
U 618,Bro kyrka,Bro sn,Bro hd,Upplands-Bro,6599828,1603148,Pr5,"(Öpir 1 (A)) [ej Öpir, Åhlén 1997]",sten
U 619 $,Bro kyrka,Bro sn,Bro hd,Upplands-Bro,6599828,1603148,Pr5,,sten
U 631 $,Kalmar kyrka,Kalmar sn,Håbo hd,Håbo,6603553,1597173,Pr4?,,sten
U 632 $,Kalmar kyrka,Kalmar sn,Håbo hd,Håbo,6603517,1597108,Pr4?,,sten
U 647 $,Övergrans kyrka,Övergrans sn,Håbo hd,Håbo,6613484,1594801,Pr4?,Balle (S),sten
U 648 $,Övergrans kyrka,Övergrans sn,Håbo hd,Håbo,6613440,1594820,Pr4,,sten
U 649,Övergrans kyrka,Övergrans sn,Håbo hd,Håbo,6613437,1594839,Pr2,,sten
U 649B †,Övergrans kyrka,Övergrans sn,Håbo hd,Håbo,6613491,1594810,,,sten
U 655,Håtuna kyrka,Håtuna sn,Håbo hd,Upplands-Bro,6612851,1601839,Pr2,Arbjörn (A),sten
U 664 U,Häggeby kyrka,Häggeby sn,Håbo hd,Håbo,6616652,1598199,,,sten
U 678,Skoklosters kyrka,Skoklosters sn,Håbo hd,Håbo,6621928,1602417,RAK,Fot 2 (S),sten
U 679,Skoklosters kyrka,Skoklosters sn,Håbo hd,Håbo,6621948,1602392,Pr2,,sten
U 680,Skoklosters kyrka,Skoklosters sn,Håbo hd,Håbo,6621935,1602380,?,,sten
U 681,Skoklosters kyrka,Skoklosters sn,Håbo hd,Håbo,6621927,1602368,Pr2 - Pr3,,sten
U 694 †,Veckholms kyrka,Veckholms sn,Trögds hd,Enköping,6601100,1585940,?,Balle (A) ? [Stille 1999b]; Torgöt Fotsarve (A),sten
U 695 $,Veckholms kyrka,Veckholms sn,Trögds hd,Enköping,6601077,1585941,Pr3,Balle (A),sten
U 696,Veckholms kyrka,Veckholms sn,Trögds hd,Enköping,6601100,1585940,Pr3,Balle (A) [Stille 1999b],sten
U 697 †,Veckholms kyrka,Veckholms sn,Trögds hd,Enköping,6601100,1585940,Pr4?,Balle (A) [Stille 1999b],sten
U 698 †$,Veckholms kyrka,Veckholms sn,Trögds hd,Enköping,6601100,1585940,Pr2 - Pr3,,sten
U 701 †,Kynge (eg. Veckholms kyrka),Veckholms sn,Trögds hd,Enköping,6601100,1585940,?,"Samma som gjort U 700, Balle (A) ? [Stille 1999b]",sten
U 707 $,Kungs-Husby kyrka,Kungs-Husby sn,Trögds hd,Enköping,6601158,1583043,?,Balle (S),sten
U 708,Kungs-Husby kyrka,Kungs-Husby sn,Trögds hd,Enköping,6601156,1583055,Pr3?,Balle (A),sten
U 709,Kungs-Husby kyrka,Kungs-Husby sn,Trögds hd,Enköping,6601163,1583050,Pr4??,Balle (A) ? [Stille 1999b],sten
U 718 †$,Vallby kyrka,Vallby sn,Trögds hd,Enköping,6604620,1575490,?,Tidkume (A) ? [Stille 1999b],sten
U 721,Löts kyrka,Löts sn,Trögds hd,Enköping,6606306,1585724,Pr3 - Pr4,Balle (S),sten
U 722,Löts kyrka,Löts sn,Trögds hd,Enköping,6606306,1585724,Pr3 - Pr4,Balle (A),sten
U 758,Enköpings kyrka (S:t Ilian),Enköping,,Enköping,6613848,1571921,Pr4,Tidkume (S),sten
U 759,Enköpings kyrka (S:t Ilian),Enköping,,Enköping,6613850,1571900,Pr4,Tidkume (S),sten
U 773 $,Enköpings-Näs kyrka,Enköpings-Näs sn,Åsunda hd,Enköping,6605092,1568168,Pr3,,sten
U 778,Svinnegarns kyrka,Svinnegarns sn,Åsunda hd,Enköping,6608169,1567554,Fp,Äskil 2 (S),sten
U 779,Svinnegarns kyrka,Svinnegarns sn,Åsunda hd,Enköping,6608171,1567538,Fp,Erik (A),sten
U 780,Svinnegarns kyrka,Svinnegarns sn,Åsunda hd,Enköping,6608169,1567554,Pr4,Livsten (A),sten
U 785,Tillinge kyrka,Tillinge sn,Åsunda hd,Enköping,6613186,1566783,Pr1,Torbjörn 2 (A) [Stille 1999b]; Gunnar (A),sten
U 795,Breds kyrka,Breds sn,Åsunda hd,Enköping,6618455,1558844,Pr4,Livsten (A),sten
U 796 $,Sparrsätra kyrka,Sparrsätra sn,Åsunda hd,Enköping,6619959,1565927,Pr4,Livsten (S),sten
U 799 M,Långtora kyrka,Långtora sn,Lagunda hd,Enköping,6622675,1575286,,Johan i Brunna (S),sten
U 800 $,Långtora kyrka,Långtora sn,Lagunda hd,Enköping,6622661,1575280,,Samma som gjort U 803; Tidkume (A) [Stille 1999b],sten
U 805 †$,Fröslunda kyrka,Fröslunda sn,Lagunda hd,Enköping,6623260,1582340,Fp [Gräslund muntligt],Torbjörn 2 (A) [Stille 1999b],sten
U 806 †,Fröslunda kyrka,Fröslunda sn,Lagunda hd,Enköping,6623260,1582340,?,,sten
U 811,Hjälsta kyrka,Hjälsta sn,Lagunda hd,Enköping,6619817,1588928,Pr4,Torgöt Fotsarve (A) [Stille 1999b:192],sten
U 812,Hjälsta kyrka,Hjälsta sn,Lagunda hd,Enköping,6619814,1588948,Pr2,Arbjörn (A) [Stille 1999b],sten
U 824,Holms kyrka,Holms sn,Lagunda hd,Enköping,6622373,1594658,Pr3 - Pr4??,"Åsmund (S), troligen har inte Åsmund själv huggit inskriften.",sten
U 832 †,Nysätra kyrka,Nysätra sn,Lagunda hd,Enköping,6626540,1576880,?,Balle (A) [Stille 1999b],sten
U 833 †,Nysätra kyrka,Nysätra sn,Lagunda hd,Enköping,6626540,1576880,?,Balle (A) [Stille 1999b],sten
U 840,Dalby kyrka,Dalby sn,Hagunda hd,Uppsala,6628018,1599369,Pr4,"Öpir 1 (A) [ej Öpir, Åhlén 1997]",sten
U 841 $,Dalby kyrka,Dalby sn,Hagunda hd,Uppsala,6627999,1599369,?,Fot 2 (A),sten
U 846,Västeråkers kyrka,Västeråkers sn,Hagunda hd,Uppsala,6627089,1595827,Pr3 - Pr4?,Åsmund (A),sten
U 847 $,Västeråkers kyrka,Västeråkers sn,Hagunda hd,Uppsala,6627098,1595832,Pr4,Åsmund (S),sten
U 849 †,Balingsta kyrka,Balingsta sn,Hagunda hd,Uppsala,6628252,1591040,?,,sten
U 850 †,Balingsta kyrka,Balingsta sn,Hagunda hd,Uppsala,6628252,1591040,?,,sten
U 851,Balingsta kyrka,Balingsta sn,Hagunda hd,Uppsala,6628252,1591040,Pr4,,sten
U 852 $,Balingsta kyrka,Balingsta sn,Hagunda hd,Uppsala,6628252,1591040,?,,sten
U 874 †,Hagby kyrka,Hagby sn,Hagunda hd,Uppsala,6632382,1588198,Pr3?,Fot 2 (A),sten
U 880,Skogstibble kyrka,Skogstibble sn (nu Skogs-Tibble),Hagunda hd,Uppsala,6635442,1584774,Pr5,Öpir 1 (S),sten
U 881,Skogstibble kyrka,Skogstibble sn (nu Skogs-Tibble),Hagunda hd,Uppsala,6635435,1584773,?,,sten
U 882,Skogstibble kyrka,Skogstibble sn (nu Skogs-Tibble),Hagunda hd,Uppsala,6635435,1584773,?,,sten
U 891,Uppsala-Näs kyrka,Uppsala-Näs sn,Ulleråkers hd,Uppsala,6631139,1600474,Pr2,Arbjörn (A),sten
U 892 †,Uppsala-Näs kyrka,Uppsala-Näs sn,Ulleråkers hd,Uppsala,6631139,1600474,?,,sten
U 900 †,Läby kyrka,Läby sn,Ulleråkers hd,Uppsala,6637821,1596300,?,,sten
U 905 $,Vänge kyrka,Vänge sn,Ulleråkers hd,Uppsala,6638531,1591323,?,Likbjörn (A),sten
U 912,Börje kyrka,Börje sn,Ulleråkers hd,Uppsala,6641703,1594931,KB,Grim skald (A),sten
U 917,Jumkils kyrka,Jumkils sn,Ulleråkers hd,Uppsala,6648093,1590460,Pr4,"(Öpir 1 (A)); (Disälv (S), namnet av Brate uppfattat som ristarsignatur.) [ej Öpir, Åhlén 1997; Stille 1999b:140 attribuerar den dock till Öpir]",sten
U 917B,Jumkils kyrka,Jumkils sn,Ulleråkers hd,Uppsala,6648139,1590437,,,sten
U 922 $,Uppsala domkyrka,Uppsala,,Uppsala,6639052,1602466,Pr4,Öpir 1 (S),sten
U 923 $,Uppsala domkyrka,Uppsala,,Uppsala,6639052,1602466,Pr5?,Likbjörn (A),sten
U 924 $,Uppsala domkyrka,Uppsala,,Uppsala,6639052,1602466,?,,sten
U 925 $,Uppsala domkyrka,Uppsala,,Uppsala,6639052,1602466,Pr4,Öpir 1 (A),sten
U 926 †$,Uppsala domkyrka,Uppsala,,Uppsala,6639048,1602454,Pr4?,Öpir 1 (S),sten
U 927 †,Uppsala domkyrka,Uppsala,,Uppsala,6639048,1602454,?,,sten
U 928 †,Uppsala domkyrka,Uppsala,,Uppsala,6639048,1602454,?,,sten
U 929 $,Uppsala domkyrka,Uppsala,,Uppsala,6639024,1602510,Pr4?,Ingulv (S),sten
U 930 †,Uppsala domkyrka,Uppsala,,Uppsala,6639048,1602454,?,,sten
U 931,Uppsala domkyrka,Uppsala,,Uppsala,6639032,1602525,Pr4?,,sten
U 932,Uppsala domkyrka,Uppsala,,Uppsala,6639048,1602454,Pr3 - Pr4,Ingjald (S); Åsmund (S),sten
U 933,Uppsala domkyrka,Uppsala,,Uppsala,6639022,1602506,Pr5,"Öpir 1 (A) [med viss tvekan, Åhlén 1997]",sten
U 934,Uppsala domkyrka,Uppsala,,Uppsala,6639036,1602528,Pr4,,sten
U 935,Uppsala domkyrka,Uppsala,,Uppsala,6639030,1602521,Pr4,,sten
U 945,Danmarks kyrka,Danmarks sn,Vaksala hd,Uppsala,6636435,1608750,Pr3,Fot 2 (S),sten
U 946 $,Danmarks kyrka,Danmarks sn,Vaksala hd,Uppsala,6636459,1608774,KB,Grim skald (A),sten
U 959,Vaksala kyrka,Vaksala sn,Vaksala hd,Uppsala,6641117,1605339,Pr5,"(Öpir 1 (A)) [ej Öpir, Åhlén 1997]",sten
U 960 $,Vaksala kyrka,Vaksala sn,Vaksala hd,Uppsala,6641130,1605340,?,Tore 2 (A),sten
U 961 $,Vaksala kyrka,Vaksala sn,Vaksala hd,Uppsala,6641121,1605361,Pr4,Öpir 1 (S); (Igulfast (S) ombesörjde) Öpir 1 (S),sten
U 962,Vaksala kyrka,Vaksala sn,Vaksala hd,Uppsala,6641181,1605316,Pr5,,sten
U 963,Vaksala kyrka,Vaksala sn,Vaksala hd,Uppsala,6641173,1605316,RAK,,sten
U 964,Vaksala kyrka,Vaksala sn,Vaksala hd,Uppsala,6641164,1605316,Pr1,,sten
U 965,Vaksala kyrka,Vaksala sn,Vaksala hd,Uppsala,6641158,1605316,?,,sten
U 966,Vaksala kyrka,Vaksala sn,Vaksala hd,Uppsala,6641102,1605359,?,,sten
U 967,Vaksala kyrka,Vaksala sn,Vaksala hd,Uppsala,6641117,1605339,?,"Öpir 1 (A) [för få runor för attr., Åhlén 1997]",sten
U 978,Gamla Uppsala kyrka,Gamla Uppsala sn (nu Uppsala),Vaksala hd,Uppsala,6643643,1602252,Pr2,Erik (A) [Källström 2014a],sten
U 979,Gamla Uppsala kyrka,Gamla Uppsala sn (nu Uppsala),Vaksala hd,Uppsala,6643667,1602218,?,,sten
U 987,Funbo kyrka,Funbo sn,Rasbo hd,Uppsala,6639209,1614862,Pr3,Torfast (A),sten
U 988 †,Funbo kyrka,Funbo sn,Rasbo hd,Uppsala,6639170,1614893,?,Grim skald (A),sten
U 989 M,Funbo kyrka,Funbo sn,Rasbo hd,Uppsala,6639209,1614862,,,sten
U 1000 †,Rasbo kyrka,Rasbo sn,Rasbo hd,Uppsala,6649630,1615918,?,,sten
U 1001 $,Rasbo kyrka,Rasbo sn,Rasbo hd,Uppsala,6649642,1615913,?,,sten
U 1002,Rasbo kyrka,Rasbo sn,Rasbo hd,Uppsala,6649617,1615924,?,,sten
U 1012,Rasbokils kyrka,Rasbokils sn,Rasbo hd,Uppsala,6654403,1614682,Pr3 - Pr4,Åsmund (A),sten
U 1013 †$,Ärentuna kyrka,Ärentuna sn,Norunda hd,Uppsala,6649847,1600604,?,Vidbjörn (A) [Stille 1999b:139],sten
U 1014 $,Ärentuna kyrka,Ärentuna sn,Norunda hd,Uppsala,6649764,1600608,Pr5,Öpir 1 (A),sten
U 1015 $,Ärentuna kyrka,Ärentuna sn,Norunda hd,Uppsala,6649769,1600615,Pr5?,Troligen samma som gjort U 1017-1024.,sten
U 1026,Lena kyrka,Lena sn,Norunda hd,Uppsala,6656203,1606857,Pr4,Samma som gjort U 1027.,sten
U 1027,Lena kyrka,Lena sn,Norunda hd,Uppsala,6656203,1606857,Pr4,Samma som gjort U 1026.,sten
U 1028,Lena kyrka,Lena sn,Norunda hd,Uppsala,6656319,1606899,?,,sten
U 1029 †,Lena kyrka,Lena sn,Norunda hd,Uppsala,6656310,1606905,?,,sten
U 1034,Tensta kyrka,Tensta sn,Norunda hd,Uppsala,6659442,1604033,Pr5,Öpir 1 (S),sten
U 1035 $,Tensta kyrka,Tensta sn,Norunda hd,Uppsala,6659397,1604055,Pr4?,Tjälve 1 (A); Orökja 2 (A); Åsmund (A),sten
U 1036 $,Tensta kyrka,Tensta sn,Norunda hd,Uppsala,6659416,1604052,Pr4,"Öpir 1 (A) [ej Öpir, Åhlén 1997]",sten
U 1037 †$,Tensta kyrka,Tensta sn,Norunda hd,Uppsala,6659450,1604025,?,,sten
U 1045,Björklinge kyrka,Björklinge sn,Norunda hd,Uppsala,6657733,1597403,Pr4 - Pr5,,sten
U 1046 $,Björklinge kyrka,Björklinge sn,Norunda hd,Uppsala,6657732,1597411,Pr4,"(Öpir 1 (A)) ornamentiken utförd i Öpirs stil. [ej Öpir, Åhlén 1997]; Önjut (A) [Källström 2007a:104]",sten
U 1047,Björklinge kyrka,Björklinge sn,Norunda hd,Uppsala,6657729,1597421,Pr4,"Ingulv (A) [Ej Ingulv, däremot samma som U 1111, Hagsten-Karlsson 2000]; (Likbjörn (A))",sten
U 1048,Björklinge kyrka,Björklinge sn,Norunda hd,Uppsala,6657727,1597432,Pr4?,Samma som gjort U 1050 och 1060,sten
U 1049 †,Björklinge kyrka,Björklinge sn,Norunda hd,Uppsala,6657731,1597422,?,,sten
U 1050,Björklinge kyrka,Björklinge sn,Norunda hd,Uppsala,6657730,1597360,Pr4?,Samma som gjort U 1048 och 1060.,sten
U 1061,Viksta kyrka,Viksta sn,Norunda hd,Uppsala,6663454,1602113,Pr3 - Pr4,,sten
U 1066,Åkerby kyrka,Åkerby sn,Bälinge hd,Uppsala,6646132,1594572,Pr1,"Brand (A), sammma som gjort U 1067.",sten
U 1067,Åkerby kyrka,Åkerby sn,Bälinge hd,Uppsala,6646134,1594565,Pr1,Brand (S),sten
U 1068,Åkerby kyrka,Åkerby sn,Bälinge hd,Uppsala,6646116,1594604,?,,sten
U 1072,Bälinge kyrka,Bälinge sn,Bälinge hd,Uppsala,6648692,1596352,Pr4,Öpir 1 (S),sten
U 1073 †,Bälinge kyrka,Bälinge sn,Bälinge hd,Uppsala,6648685,1596376,Pr5,,sten
U 1074 †,Bälinge kyrka,Bälinge sn,Bälinge hd,Uppsala,6648685,1596376,Pr4?,Likbjörn (S),sten
U 1075 †,Bälinge kyrka,Bälinge sn,Bälinge hd,Uppsala,6648685,1596376,Pr4?,Ingulv (S),sten
U 1076 †,Bälinge kyrka,Bälinge sn,Bälinge hd,Uppsala,6648685,1596376,Pr4?,Likbjörn (A),sten
U 1077 $,Bälinge kyrka,Bälinge sn,Bälinge hd,Uppsala,6648673,1596312,?,,sten
U 1078 †,Bälinge kyrka,Bälinge sn,Bälinge hd,Uppsala,6648685,1596376,?,,sten
U 1078B,Bälinge kyrka,Bälinge sn,Bälinge hd,Uppsala,6648692,1596352,,,sten
U 1108 †$,Skuttunge kyrka,Skuttunge sn,Bälinge hd,Uppsala,6654509,1595399,Pr4,,sten
U 1109,Skuttunge kyrka,Skuttunge sn,Bälinge hd,Uppsala,6654516,1595413,Pr4 - Pr5?,,sten
U 1122,Stavby kyrka,Stavby sn,Olands hd,Uppsala,6656538,1620559,Pr4,"Öpir 1 (A); (Vigmund (A)) [ej Öpir, Åhlén 1997]; Önjut (A) [Källström 2007a:104]",sten
U 1123,Tuna kyrka,Tuna sn,Olands hd,Uppsala,6657834,1625972,Pr4?,Ödmund (A),sten
U 1124,Tuna kyrka,Tuna sn,Olands hd,Uppsala,6657796,1626006,?,,sten
U 1126,Alunda kyrka,Alunda sn,Olands hd,Östhammar,6662299,1626050,Pr3 - Pr4,,sten
U 1127,Alunda kyrka,Alunda sn,Olands hd,Östhammar,6662182,1626054,Pr3,,sten
U 1128,Alunda kyrka,Alunda sn,Olands hd,Östhammar,6662286,1626046,Pr4,,sten
U 1129 †$,Alunda kyrka,Alunda sn,Olands hd,Östhammar,6662286,1626046,?,,sten
U 1143 $,Tierps kyrka,Tierps sn,Örbyhus hd,Tierp,6687946,1592051,Pr1??,Tore (S),sten
U 1144 $,Tierps kyrka,Tierps sn,Örbyhus hd,Tierp,6687957,1592040,Pr3,hiriaR (Hæriarr) (S) och Åsmund (S),sten
U 1147 †,Västlands kyrka,Västlands sn,Örbyhus hd,Tierp,6704555,1599539,Pr1 - Pr2?,Eventuellt samma spm gjort U 1146.,sten
U 1148 †,Älvkarleby kyrka,Älvkarleby sn,Örbyhus hd,Älvkarleby,6718426,1590452,Pr4,,sten
U 1161 $,Altuna kyrka,Altuna sn,Simtuna hd,Enköping,6633865,1563201,Pr3,Frösten (S); Balle (S); Livsten (A) och okänd [Stille 1999b],sten
U 1168,Österunda kyrka,Österunda sn,Torstuna hd,Enköping,6633470,1573197,Pr4,,sten
U 1169,Österunda kyrka,Österunda sn,Torstuna hd,Enköping,6633431,1573303,Pr4?,,sten
U 1170,Vittinge kyrka,Vittinge sn,Torstuna hd,Heby,6641610,1566890,Pr4,,sten
U 1178,Östervåla kyrka,Östervåla sn,Våla hd,Heby,6674088,1576240,Fp,,sten
U ATA2999/50 $,Skederids kyrka,Skederids sn,Sjuhundra hd,Norrtälje,6626784,1651659,?,,sten
U ATA6263/56 $,Skånela kyrka,Skånela sn,Seminghundra hd,Sigtuna,6608734,1621098,,,sten
U ATA5733/59 $,Skånela kyrka,Skånela sn,Seminghundra hd,Sigtuna,6608726,1621115,?,,sten
U ATA5734/59 $,Skånela kyrka,Skånela sn,Seminghundra hd,Sigtuna,6608781,1621139,RAK,,sten
U ATA5735/59 $,Eds kyrka,Eds sn,Sollentuna hd,Upplands-Väsby,6600429,1616808,?,,sten
U ATA7269/60A,Eds kyrka,Eds sn,Sollentuna hd,Upplands-Väsby,6600391,1616823,,,sten
U ATA7269/60C $,Eds kyrka,Eds sn,Sollentuna hd,Upplands-Väsby,6600391,1616823,,,sten
U ATA7269/60D,Eds kyrka,Eds sn,Sollentuna hd,Upplands-Väsby,6600391,1616823,Pr5,,sten
U ATA7269/60G,Eds kyrka,Eds sn,Sollentuna hd,Upplands-Väsby,6600391,1616823,,,sten
U ATA7269/60H,Eds kyrka,Eds sn,Sollentuna hd,Upplands-Väsby,6600391,1616823,,,sten
U ATA365/61A,Svinnegarns kyrka,Svinnegarns sn,Åsunda hd,Enköping,6608169,1567555,,,sten
U ATA365/61B,Svinnegarns kyrka,Svinnegarns sn,Åsunda hd,Enköping,6608169,1567555,,,sten
U ATA365/61C,Svinnegarns kyrka,Svinnegarns sn,Åsunda hd,Enköping,6608169,1567555,,,sten
U ATA2753/74,Bro kyrka,Bro sn,Bro hd,Upplands-Bro,6599641,1603135,,,sten
U ATA322-326-2000,Eds kyrka,Eds sn,Sollentuna hd,Upplands-Väsby,6600392,1616784,,,sten
U ATA323-3559-2003,Vada kyrka,Vada sn,Vallentuna hd,Vallentuna,6608853,1635620,,,sten
U ATA322-3229-2005,Vallentuna kyrka,Vallentuna sn,Vallentuna hd,Vallentuna,6603420,1628370,,,sten
U ATA322-4042-2009,Vallentuna kyrka,Vallentuna sn,Vallentuna hd,Vallentuna,6603424,1628359,,,sten
U ATA351-1904-2013,Bälinge kyrka,Bälinge sn,Bälinge hd,Uppsala,6648685,1596376,,Öpir 1 (A),sten
U Futhark2013;120 M,Giresta kyrka,Giresta sn,Lagunda hd,Enköping,6623665,1586678,,,sten
U Fv1948;168 $,Alsike kyrka,Alsike sn,Ärlinghundra hd,Knivsta,6625138,1605653,Pr5,Öpir 1 (S),sten
U Fv1953;266,Spånga kyrka,Spånga sn,Sollentuna hd,Stockholm,6587545,1619683,Pr3,Snare (S),sten
U Fv1953;268,Spånga kyrka,Spånga sn,Sollentuna hd,Stockholm,6587553,1619689,?,Huggningstekniken påminner om Fots.,sten
U Fv1953;270 $,Skånela kyrka,Skånela sn,Seminghundra hd,Sigtuna,6608732,1621112,?,Samma som gjort U 297 och U Fv1979;245.,sten
U Fv1953;272,Skånela kyrka,Skånela sn,Seminghundra hd,Sigtuna,6608732,1621112,?,,sten
U Fv1953;274 $,Skånela kyrka,Skånela sn,Seminghundra hd,Sigtuna,6608742,1621121,Pr2,,sten
U Fv1955;222,Långtora kyrka,Långtora sn,Lagunda hd,Enköping,6622675,1575290,Pr4,,sten
U Fv1959;196,Hammarby kyrka,Hammarby sn,Vallentuna hd,Upplands-Väsby,6603820,1619834,,,sten
U Fv1959;250,Sollentuna kyrka,Sollentuna sn,Sollentuna hd,Sollentuna,6595976,1619788,?,,sten
U Fv1959;255,Fresta kyrka,Fresta sn,Vallentuna hd,Upplands-Väsby,6601688,1621794,?,,sten
U Fv1959;256,Fresta kyrka,Fresta sn,Vallentuna hd,Upplands-Väsby,6601680,1621815,?,,sten
U Fv1968;279B,Sollentuna kyrka,Sollentuna sn,Sollentuna hd,Sollentuna,6595936,1619787,?,,sten
U Fv1969;305,Yttergrans kyrka,Yttergrans sn,Håbo hd,Håbo,6610272,1596011,?,,sten
U Fv1971;211A,Vada kyrka,Vada sn,Vallentuna hd,Vallentuna,6608853,1635616,,,sten
U Fv1971;211B,Vada kyrka,Vada sn,Vallentuna hd,Vallentuna,6608822,1635597,?,,sten
U Fv1971;212B $,Vada kyrka,Vada sn,Vallentuna hd,Vallentuna,6608829,1635622,,,sten
U Fv1971;213A,Össeby ödekyrka,Össeby-Garns sn,Vallentuna hd,Vallentuna,6606753,1637757,Pr5,,sten
U Fv1971;213B,Hammarby kyrka,Hammarby sn,Vallentuna hd,Upplands-Väsby,6603845,1619984,?,,sten
U Fv1972;272,Össeby ödekyrka,Össeby-Garns sn,Vallentuna hd,Vallentuna,6606753,1637757,Pr5,,sten
U Fv1972;274A,Össeby ödekyrka,Össeby-Garns sn,Vallentuna hd,Vallentuna,6606753,1637757,Pr4 - Pr5?,,sten
